Date,Parameter1,Parameter2,Parameter3,Parameter4
2015-09-17,131120,858300,497499,10084
2015-09-18,39827,359150,479360,663139
2015-09-19,208514,976688,882614,728672
2015-09-20,466950,724465,945284,502272
2015-09-21,38302,229073,325063,854772
2015-09-22,326717,111309,484271,171147
2015-09-23,74498,167827,539992,534002
2015-09-24,728499,126057,6496,370977
2015-09-25,722259,882979,572819,382389
2015-09-26,904461,478450,177507,407273
2015-09-27,508721,923745,462506,650873
2015-09-28,601845,931693,507699,529937
2015-09-29,262152,753517,140498,497292
2015-09-30,201481,713196,192549,849080
2015-10-01,782999,635681,575510,765975
2015-10-02,18917,778154,951457,189959
2015-10-03,641736,684147,775910,163150
2015-10-04,963984,33078,706919,830377
2015-10-05,651664,616999,15714,167404
2015-10-06,414476,367726,552369,345653
2015-10-07,163545,947392,165719,587496
2015-10-08,976761,173734,716214,442119
2015-10-09,931211,697126,918334,31182
2015-10-10,543058,907849,392739,841314
2015-10-11,461219,241588,152861,961730
2015-10-12,660690,389232,612162,700244
2015-10-13,163179,100197,145277,190673
2015-10-14,715742,304431,481586,680010
2015-10-15,181419,952190,143374,253445
2015-10-16,835685,191041,580908,673633
2015-10-17,67998,334180,451826,520549
2015-10-18,645692,128810,523848,807588
2015-10-19,655683,480358,585601,289580
2015-10-20,61469,472631,126364,50542
2015-10-21,810649,438587,192259,299130
2015-10-22,577090,788674,331256,529035
2015-10-23,529135,711754,771783,500160
2015-10-24,109573,280502,533602,194709
2015-10-25,349820,349591,647984,373124
2015-10-26,614917,798665,29822,611673
2015-10-27,894037,954251,948384,158185
2015-10-28,200944,296228,431369,940579
2015-10-29,13361,619704,13559,824099
2015-10-30,292890,507434,616419,186403
2015-10-31,705351,683366,678073,46247
2015-11-01,522654,212067,649683,334625
2015-11-02,99426,485901,752942,238669
2015-11-03,243100,340947,292410,229188
2015-11-04,446334,582243,304824,402809
2015-11-05,625934,715572,924431,744876
2015-11-06,751890,359326,277111,595688
2015-11-07,771385,550354,500447,862515
2015-11-08,361708,170636,478653,441592
2015-11-09,191697,221388,802448,786726
2015-11-10,285721,203157,575347,828970
2015-11-11,311941,801932,656623,790701
2015-11-12,469173,847166,606766,859166
2015-11-13,328277,247160,62693,20443
2015-11-14,202998,125148,104775,398499
2015-11-15,228903,214365,871715,859164
2015-11-16,445179,243111,851933,120233
2015-11-17,70073,992489,143426,634218
2015-11-18,344532,321836,80185,814253
2015-11-19,261899,234483,597872,827696
2015-11-20,140229,494724,409890,747319
2015-11-21,173670,222879,936163,2952
2015-11-22,359399,570264,708383,152218
2015-11-23,314083,424362,183820,580459
2015-11-24,109310,592507,572353,992994
2015-11-25,647395,859891,807087,120445
2015-11-26,215801,650161,732381,625523
2015-11-27,255257,537554,521281,264861
2015-11-28,841374,909546,577153,6967
2015-11-29,745986,690266,934735,87746
2015-11-30,950484,404984,641786,877894
2015-12-01,343076,482284,319171,3376
2015-12-02,490021,412407,862478,925648
2015-12-03,230146,260756,112822,96007
2015-12-04,716016,201459,895882,165451
2015-12-05,941420,128417,774979,98427
2015-12-06,844207,965060,568192,422992
2015-12-07,375899,722854,695602,470662
2015-12-08,636512,370134,922487,448933
2015-12-09,134331,230308,935808,437641
2015-12-10,606468,294960,564836,775427
2015-12-11,952027,477407,639835,875957
2015-12-12,43358,628360,334577,573021
2015-12-13,324291,76489,279668,735349
2015-12-14,196654,417519,155300,584584
2015-12-15,99181,659922,546543,565416
2015-12-16,286683,243683,369675,25105
2015-12-17,625510,275736,420739,352638
2015-12-18,690084,682001,326616,805606
2015-12-19,124481,81217,106663,185708
2015-12-20,2275,524967,662538,524230
2015-12-21,794168,274282,157658,925487
2015-12-22,526028,673335,551475,900107
2015-12-23,874019,821719,362420,708490
2015-12-24,773239,56285,205128,667010
2015-12-25,867282,385853,300079,82165
2015-12-26,668910,280095,380429,247709
2015-12-27,603237,78949,275834,356422
2015-12-28,162583,514588,988995,358195
2015-12-29,95969,247328,279349,751345
2015-12-30,737614,896263,798517,66889
2015-12-31,591355,622798,184719,914816
2016-01-01,131628,657166,553397,214722
2016-01-02,813057,319968,753621,368452
2016-01-03,484059,198729,306297,668473
2016-01-04,250584,484790,731946,184489
2016-01-05,937922,10822,897821,873704
2016-01-06,738444,644787,24309,263262
2016-01-07,333709,125647,488495,993216
2016-01-08,45979,88606,19163,769921
2016-01-09,238868,771486,277278,991211
2016-01-10,520559,735888,35451,557515
2016-01-11,111216,984983,225806,655879
2016-01-12,687859,618143,721385,894546
2016-01-13,706533,240374,616189,135304
2016-01-14,130914,723724,195065,26462
2016-01-15,826886,433365,703567,387663
2016-01-16,6024,58115,250606,633354
2016-01-17,875797,319555,189807,582766
2016-01-18,364135,731990,66875,344827
2016-01-19,575381,712149,689262,794818
2016-01-20,971053,26995,633706,855658
2016-01-21,773120,827756,718400,764787
2016-01-22,717894,594320,627244,752335
2016-01-23,924521,740178,849908,973974
2016-01-24,626092,487188,786190,304052
2016-01-25,320699,368378,108953,50402
2016-01-26,53406,541741,3163,430001
2016-01-27,237194,259981,49391,600387
2016-01-28,140619,536415,744748,546052
2016-01-29,38794,540510,662771,19033
2016-01-30,826777,812319,7121,794553
2016-01-31,334288,957980,682063,378949
2016-02-01,682067,761161,801243,368588
2016-02-02,433738,465211,954359,953653
2016-02-03,285551,785291,848202,47031
2016-02-04,626702,968099,719358,651160
2016-02-05,652419,156977,950187,870227
2016-02-06,36036,646060,868078,404448
2016-02-07,506536,983269,49929,398719
2016-02-08,383905,299758,46781,393100
2016-02-09,894164,910522,85699,625125
2016-02-10,407759,460723,496536,777399
2016-02-11,332935,612470,785345,169519
2016-02-12,725100,827153,342182,190235
2016-02-13,562947,897150,771782,702098
2016-02-14,371419,555994,396165,660441
2016-02-15,536741,4228,171076,782131
2016-02-16,879453,879777,769731,786263
2016-02-17,153754,280254,506093,256444
2016-02-18,282971,534097,476830,248761
2016-02-19,934937,337770,515300,233081
2016-02-20,18344,409288,338391,844355
2016-02-21,484907,29018,76862,579074
2016-02-22,708211,780203,651399,313326
2016-02-23,368990,534612,279475,502517
2016-02-24,54828,448554,479392,193637
2016-02-25,696020,346547,47723,744414
2016-02-26,771527,234662,955210,188557
2016-02-27,902941,607659,137971,181416
2016-02-28,588526,366640,404211,703878
2016-02-29,572130,578602,132197,553484
2016-03-01,435418,348345,615649,47591
2016-03-02,937819,890678,212250,110123
2016-03-03,447734,286561,778795,389192
2016-03-04,440633,17640,197997,937289
2016-03-05,74604,459153,914750,626180
2016-03-06,798345,833203,319903,687269
2016-03-07,472854,324745,676887,836260
2016-03-08,842188,431624,724544,313376
2016-03-09,278086,283881,868317,972985
2016-03-10,878086,534463,574280,648332
2016-03-11,186011,177520,689335,202642
2016-03-12,669952,441966,123536,688061
2016-03-13,945786,829368,665208,933151
2016-03-14,249462,110150,889609,678383
2016-03-15,536019,36233,964356,160424
2016-03-16,533300,545739,377811,114027
2016-03-17,429894,580086,606759,541614
2016-03-18,62970,805231,467244,410023
2016-03-19,831409,142447,582953,324159
2016-03-20,499921,354565,333069,390877
2016-03-21,329565,851528,815692,782576
2016-03-22,856471,459840,175049,66871
2016-03-23,247889,195252,610188,652072
2016-03-24,814997,3875,800024,460701
2016-03-25,138570,829940,868350,953563
2016-03-26,270443,228412,182320,929163
2016-03-27,928392,871513,245965,334177
2016-03-28,797110,137572,801379,680177
2016-03-29,748558,140657,978720,716583
2016-03-30,914975,959980,799694,175314
2016-03-31,553651,428678,526274,203284
2016-04-01,937918,330584,206774,669654
2016-04-02,427410,192375,634645,232544
2016-04-03,594430,61845,294559,187221
2016-04-04,619951,333732,284992,483685
2016-04-05,746590,768018,258996,477211
2016-04-06,247890,176496,691875,254246
2016-04-07,473780,447745,269456,82906
2016-04-08,358649,622813,116392,130391
2016-04-09,151513,727313,481370,665954
2016-04-10,590065,265157,471590,135244
2016-04-11,876709,40313,446393,597771
2016-04-12,804313,824567,882435,274084
2016-04-13,439582,810866,11429,447392
2016-04-14,748574,605574,52836,910567
2016-04-15,244580,480826,663526,905189
2016-04-16,190923,124151,558850,228203
2016-04-17,639280,233645,858070,767678
2016-04-18,29467,283976,349443,578940
2016-04-19,508816,774267,357992,425744
2016-04-20,627686,845529,435887,133162
2016-04-21,104352,326099,325226,442783
2016-04-22,404381,443004,120943,305385
2016-04-23,815028,273200,753498,588614
2016-04-24,707274,232114,103963,32269
2016-04-25,557662,185575,22463,650788
2016-04-26,555467,406840,896550,143435
2016-04-27,918543,592521,295596,384651
2016-04-28,227628,618490,252936,557692
2016-04-29,164247,796124,98327,779134
2016-04-30,328752,76990,579206,183600
2016-05-01,745111,549365,58777,763130
2016-05-02,708722,820857,318011,674196
2016-05-03,645575,412959,534969,97949
2016-05-04,636797,530753,683066,779795
2016-05-05,676366,919401,837376,672381
2016-05-06,874441,493629,219024,436702
2016-05-07,439094,730250,157466,809350
2016-05-08,807260,982965,654324,316216
2016-05-09,324550,327806,987823,146641
2016-05-10,833707,757440,470112,930431
2016-05-11,50605,577728,347560,673234
2016-05-12,608662,452530,971923,455268
2016-05-13,906620,601302,143822,274295
2016-05-14,760338,739521,122875,887548
2016-05-15,330668,213581,471669,576914
2016-05-16,936678,32398,721648,532203
2016-05-17,786633,248855,597420,474316
2016-05-18,40594,615143,724323,379178
2016-05-19,22585,72063,352922,625212
2016-05-20,342101,68764,237876,881920
2016-05-21,320271,664378,899493,348216
2016-05-22,494281,771752,116557,639235
2016-05-23,398442,252608,811311,61935
2016-05-24,463674,715361,295624,613842
2016-05-25,691842,484482,410126,449488
2016-05-26,654350,212395,695450,366635
2016-05-27,808469,980696,208943,679850
2016-05-28,533419,849932,942840,451721
2016-05-29,822317,307048,266846,139604
2016-05-30,888354,26972,707059,256274
2016-05-31,813429,383050,941800,60761
2016-06-01,840775,877679,876650,228090
2016-06-02,303868,909164,155533,332821
2016-06-03,510799,837090,152292,216045
2016-06-04,615655,826233,590731,797207
2016-06-05,37388,248005,972958,611210
2016-06-06,908411,600255,764275,31221
2016-06-07,714503,580521,111384,17324
2016-06-08,857157,543808,505852,489229
2016-06-09,193647,390930,760053,382710
2016-06-10,37735,464838,626258,433957
2016-06-11,730358,440971,824855,579256
2016-06-12,16343,733678,751733,80827
2016-06-13,548213,613441,385094,789132
2016-06-14,882588,506519,985966,235003
2016-06-15,348258,276740,749554,225764
2016-06-16,961305,433927,123979,86019
2016-06-17,677186,57513,409735,511630
2016-06-18,736051,508081,778159,221859
2016-06-19,910025,17553,525025,445794
2016-06-20,41634,311883,482170,371432
2016-06-21,692733,540727,401546,242525
2016-06-22,828334,793210,493397,270494
2016-06-23,541615,621083,105161,793159
2016-06-24,102776,556940,233335,62326
2016-06-25,593568,617135,50590,16066
2016-06-26,596108,814754,546224,73618
2016-06-27,823037,794760,51440,212506
2016-06-28,100733,660503,793113,172497
2016-06-29,866707,795162,491737,583854
2016-06-30,896303,632994,641905,162700
2016-07-01,926886,204536,917272,386746
2016-07-02,570105,84128,183308,537074
2016-07-03,174986,854534,523463,809785
2016-07-04,141578,542401,612859,66976
2016-07-05,456035,21881,645538,366193
2016-07-06,495145,684347,360835,265181
2016-07-07,932919,866994,889990,178416
2016-07-08,335072,524996,857403,517952
2016-07-09,417528,738521,820123,243914
2016-07-10,558966,364808,995923,107236
2016-07-11,846023,411176,404296,532802
2016-07-12,821875,576430,778276,363429
2016-07-13,658685,129364,418621,744078
2016-07-14,480970,635342,681572,309386
2016-07-15,199211,759808,11730,799848
2016-07-16,721051,320673,701127,231744
2016-07-17,27424,504122,325624,846761
2016-07-18,772723,873332,920769,773751
2016-07-19,882503,12419,621957,512789
2016-07-20,718512,464975,662186,847557
2016-07-21,12058,775635,677006,518921
2016-07-22,585686,806977,694520,447113
2016-07-23,568890,262713,349708,627090
2016-07-24,960844,837027,357075,558200
2016-07-25,283032,359348,101762,612421
2016-07-26,132600,354273,944910,6206
2016-07-27,95926,721843,159043,206480
2016-07-28,17070,60177,260723,212706
2016-07-29,992698,405453,315235,739449
2016-07-30,540637,991284,501197,940548
2016-07-31,163072,668592,419825,425365
2016-08-01,485792,536140,516419,174711
2016-08-02,808026,48743,736526,716146
2016-08-03,882630,941082,996258,517221
2016-08-04,390081,556059,38701,13544
2016-08-05,536717,556312,783754,76972
2016-08-06,476006,472568,191368,202446
2016-08-07,461830,747857,386717,699611
2016-08-08,552678,995467,874557,739953
2016-08-09,485260,933462,829366,584012
2016-08-10,131977,741768,486311,352155
2016-08-11,144724,884970,601086,324856
2016-08-12,354107,151984,83745,541858
2016-08-13,231399,471328,428951,218884
2016-08-14,459995,79901,268616,301035
2016-08-15,830019,533610,93055,941548
2016-08-16,461464,709216,84136,953651
2016-08-17,525583,903672,969062,380802
2016-08-18,371426,709241,439831,377578
2016-08-19,372799,672360,289851,580586
2016-08-20,825138,984965,622002,41376
2016-08-21,107360,440973,183140,830338
2016-08-22,722453,753024,501696,934458
2016-08-23,158209,167769,370488,921750
2016-08-24,379135,477482,803499,722963
2016-08-25,213729,259338,687999,614106
2016-08-26,768126,529178,776276,258068
2016-08-27,312075,854741,665848,612708
2016-08-28,388547,525207,824122,540562
2016-08-29,300438,48044,366064,690098
2016-08-30,120522,529484,314366,928782
2016-08-31,242284,876071,397184,770836
2016-09-01,826726,158891,765324,297261
2016-09-02,798808,561912,418724,792408
2016-09-03,255367,163451,601033,875823
2016-09-04,292209,668474,494049,554223
2016-09-05,725681,278233,909958,781113
2016-09-06,892772,375628,564512,208927
2016-09-07,643713,88164,823489,981940
2016-09-08,319297,878496,718524,298084
2016-09-09,645567,704786,522678,567759
2016-09-10,358720,526634,795124,697902
2016-09-11,357274,717012,667800,926599
2016-09-12,203403,412674,369309,693041
2016-09-13,424899,713660,734728,254359
2016-09-14,365181,502049,502029,664541
2016-09-15,360970,757422,709183,911913
2016-09-16,595522,88273,611865,633732
2016-09-17,723744,661051,591863,526431
2016-09-18,462864,162404,276637,555602
2016-09-19,420208,651230,260283,160877
2016-09-20,284923,823993,688445,417951
2016-09-21,471834,481726,133720,370735
2016-09-22,307560,211135,259709,268644
2016-09-23,73959,559945,959451,448018
2016-09-24,423754,215711,472307,954570
2016-09-25,56573,341671,595482,797222
2016-09-26,565176,303701,931924,265901
2016-09-27,455268,572438,28868,85020
2016-09-28,563806,583953,187670,556987
2016-09-29,11657,15491,242823,885778
2016-09-30,748037,900896,907193,764895
2016-10-01,197127,708897,825150,330742
2016-10-02,369124,641216,790906,599049
2016-10-03,600129,20746,755830,623467
2016-10-04,272603,233221,575378,384528
2016-10-05,36620,435012,671498,632126
2016-10-06,520368,596211,560927,640896
2016-10-07,891592,627366,372407,528424
2016-10-08,634649,533472,676079,382425
2016-10-09,824205,818790,679021,168549
2016-10-10,644521,119465,922714,679006
2016-10-11,812042,358612,559897,572399
2016-10-12,991998,605769,804472,90170
2016-10-13,81576,783247,597684,437186
2016-10-14,757025,889652,37906,480965
2016-10-15,865187,178184,541336,924266
2016-10-16,219045,103864,918006,629086
2016-10-17,891495,362082,185999,517395
2016-10-18,492508,847646,837504,134683
2016-10-19,40976,332362,809736,559149
2016-10-20,908616,750460,192043,885710
2016-10-21,80417,900600,344281,166303
2016-10-22,187317,68283,338915,321572
2016-10-23,75299,458424,88088,750503
2016-10-24,981175,68822,710126,136498
2016-10-25,177254,68787,956154,194398
2016-10-26,37196,47100,938984,14374
2016-10-27,557135,387643,940405,739567
2016-10-28,289809,630590,584294,600971
2016-10-29,706331,220189,800213,583505
2016-10-30,884082,658013,409078,161354
2016-10-31,271381,849982,612161,504592
2016-11-01,750609,46215,546330,147123
2016-11-02,867227,924076,467274,264359
2016-11-03,730700,277638,810138,397051
2016-11-04,852400,666083,82856,339804
2016-11-05,158252,234302,278286,632021
2016-11-06,387100,165605,776609,873180
2016-11-07,144409,152644,107961,518903
2016-11-08,261321,890318,254375,1687
2016-11-09,211247,197373,693889,695662
2016-11-10,221797,416198,944734,399681
2016-11-11,326935,512017,212005,671025
2016-11-12,228427,856216,920850,533437
2016-11-13,702258,877005,115870,165046
2016-11-14,179265,602360,312987,829069
2016-11-15,839935,720268,594620,459720
2016-11-16,434448,933689,380337,742483
2016-11-17,28284,145565,217201,397976
2016-11-18,651826,320088,74669,657512
2016-11-19,309247,711998,837365,353915
2016-11-20,392717,815202,958052,552613
2016-11-21,506836,447003,177685,771801
2016-11-22,823632,982917,36278,766827
2016-11-23,41718,368936,976849,12570
2016-11-24,725200,720303,147474,118126
2016-11-25,618531,636809,309410,42922
2016-11-26,565362,203152,261525,212955
2016-11-27,742432,276493,161228,612832
2016-11-28,588541,790966,639135,642284
2016-11-29,883448,918927,869386,417539
2016-11-30,136089,468964,78697,621161
2016-12-01,296875,221849,16375,821693
2016-12-02,325788,407952,857850,523947
2016-12-03,134138,515116,799759,957769
2016-12-04,954221,183668,672309,826945
2016-12-05,892408,764278,991931,904082
2016-12-06,779074,734188,568375,647235
2016-12-07,793539,274015,309162,222862
2016-12-08,587615,991791,44188,688576
2016-12-09,702817,346597,205690,923936
2016-12-10,148385,620961,270727,446148
2016-12-11,169263,902228,825483,349372
2016-12-12,472182,447130,914845,98917
2016-12-13,43043,78307,964258,55701
2016-12-14,985956,404776,646004,596330
2016-12-15,25920,29511,412410,142491
2016-12-16,323802,38829,821373,445061
2016-12-17,742668,245866,249460,889411
2016-12-18,669560,888415,491358,229334
2016-12-19,882357,767185,248027,697044
2016-12-20,43052,599723,799001,252585
2016-12-21,140462,836375,420280,552044
2016-12-22,978699,81711,925424,546818
2016-12-23,229574,795436,743526,359467
2016-12-24,271193,316242,944599,537729
2016-12-25,119086,188586,902520,763799
2016-12-26,583611,744204,570973,815039
2016-12-27,31547,47614,246975,960688
2016-12-28,64418,856414,941943,304921
2016-12-29,912483,980644,854450,667738
2016-12-30,577941,144975,460811,337785
2016-12-31,940754,203218,366268,747331
2017-01-01,719560,624525,130752,37983
2017-01-02,615394,280280,234742,804443
2017-01-03,540468,218193,104580,895693
2017-01-04,228656,844225,334308,275375
2017-01-05,394062,494200,655775,880097
2017-01-06,563347,795749,449866,126297
2017-01-07,149204,656753,310070,128375
2017-01-08,430950,411419,159568,433208
2017-01-09,583200,657044,954936,775227
2017-01-10,262490,601618,687989,527760
2017-01-11,671900,26432,863070,685999
2017-01-12,310860,439037,100707,602854
2017-01-13,366010,337161,755244,531546
2017-01-14,61155,788682,173777,280630
2017-01-15,161569,402550,24837,72443
2017-01-16,368782,373883,23120,579119
2017-01-17,835688,771097,217668,887732
2017-01-18,771287,567665,425609,10898
2017-01-19,45010,733569,629764,895185
2017-01-20,613685,677435,579925,924718
2017-01-21,118892,481188,443338,845942
2017-01-22,953804,387346,358005,4313
2017-01-23,114474,891951,95,711290
2017-01-24,790308,162127,470737,89600
2017-01-25,195097,449953,529519,306706
2017-01-26,712628,381462,380914,771377
2017-01-27,509157,239960,848198,470209
2017-01-28,138152,666945,578782,222062
2017-01-29,799347,291979,597263,210823
2017-01-30,753494,364651,795499,492702
2017-01-31,302022,943002,650676,923233
2017-02-01,843984,63834,633503,776345
2017-02-02,277182,844486,831582,775067
2017-02-03,914135,168929,979941,24611
2017-02-04,448009,917951,958800,653419
2017-02-05,831083,330190,621356,161106
2017-02-06,18147,928984,419317,867193
2017-02-07,30429,568102,213156,470430
2017-02-08,565966,728446,355198,497934
2017-02-09,44869,918577,628098,968355
2017-02-10,492949,437865,455024,431650
2017-02-11,122694,162449,277800,655316
2017-02-12,115329,412729,729407,203663
2017-02-13,657183,306702,804095,642567
2017-02-14,202413,777224,100159,605069
2017-02-15,347113,137912,960273,240356
2017-02-16,773276,184343,358889,199080
2017-02-17,870272,910380,322432,391356
2017-02-18,910723,745026,624036,584181
2017-02-19,15462,251651,882592,622590
2017-02-20,604276,811445,593590,744226
2017-02-21,401879,676749,475323,110861
2017-02-22,22184,115781,440345,12282
2017-02-23,774148,295506,130893,510212
2017-02-24,989178,174593,530574,276365
2017-02-25,694470,13285,49580,267312
2017-02-26,829644,459029,623740,901228
2017-02-27,466316,938476,299033,81037
2017-02-28,599418,270419,247587,187095
2017-03-01,490046,494904,979421,533853
2017-03-02,176711,604262,416591,36385
2017-03-03,799324,46306,659119,543255
2017-03-04,517594,302466,996783,815683
2017-03-05,260784,819668,668904,543392
2017-03-06,880007,80671,132753,200119
2017-03-07,403129,857229,802137,516611
2017-03-08,277048,196110,480279,381836
2017-03-09,623171,998,63470,637052
2017-03-10,201613,362828,626400,89400
2017-03-11,985641,627641,499834,279748
2017-03-12,800715,959757,781535,174625
2017-03-13,959207,593920,771031,906272
2017-03-14,546455,271704,795878,993937
2017-03-15,495791,881640,352273,225204
2017-03-16,143169,307039,439581,247369
2017-03-17,409314,777870,205067,749317
2017-03-18,439199,678770,890384,625149
2017-03-19,490081,426078,274355,125205
2017-03-20,264175,730011,354129,804099
2017-03-21,136932,982628,620053,147317
2017-03-22,871460,830534,385275,742631
2017-03-23,990222,203902,889109,64707
2017-03-24,94373,83830,308230,430373
2017-03-25,603040,486783,988974,252140
2017-03-26,182453,406716,267501,909091
2017-03-27,505244,981498,445975,819745
2017-03-28,249025,420422,583482,359606
2017-03-29,602415,482191,648889,700163
2017-03-30,378567,555320,858045,992944
2017-03-31,627536,640856,739552,420498
2017-04-01,702710,589758,44583,371331
2017-04-02,938912,845581,820141,704093
2017-04-03,862616,97901,105958,376677
2017-04-04,872462,765077,175517,819845
2017-04-05,501167,922726,177183,719881
2017-04-06,788559,622950,664025,922828
2017-04-07,937844,499854,999938,218640
2017-04-08,237569,632579,70998,770907
2017-04-09,660444,387903,911525,416434
2017-04-10,121619,428203,74028,174075
2017-04-11,540537,974189,891855,716022
2017-04-12,949050,925411,412102,56829
2017-04-13,516743,436236,535167,788665
2017-04-14,530898,861239,765759,403001
2017-04-15,171519,319990,741242,292203
2017-04-16,698863,127957,35297,899158
2017-04-17,108365,923579,755787,506897
2017-04-18,928883,122614,543029,201537
2017-04-19,158272,230262,4172,121657
2017-04-20,27922,654228,733144,453311
2017-04-21,767423,871292,878979,550917
2017-04-22,377540,615003,64862,311702
2017-04-23,537906,438597,437523,789377
2017-04-24,372036,337837,138541,680111
2017-04-25,156251,634679,682941,603268
2017-04-26,445200,71355,494315,546710
2017-04-27,815502,409419,146487,135768
2017-04-28,604094,584177,388807,780983
2017-04-29,69198,356668,995788,139040
2017-04-30,653703,558781,950258,41070
2017-05-01,455405,513834,681501,843330
2017-05-02,142648,606380,677680,416356
2017-05-03,856078,669062,993096,308677
2017-05-04,128170,299589,914069,770040
2017-05-05,305261,279830,588089,432967
2017-05-06,438086,849217,911629,676068
2017-05-07,784190,16468,211099,529128
2017-05-08,624683,579672,623812,688875
2017-05-09,289126,566420,186848,671496
2017-05-10,176603,47870,583512,609828
2017-05-11,885835,571183,488896,317931
2017-05-12,296863,660189,920681,9484
2017-05-13,494899,768746,624393,776860
2017-05-14,446193,596504,627786,616962
2017-05-15,305657,18171,926795,637807
2017-05-16,674627,473416,107617,781902
2017-05-17,586625,585826,23793,565907
2017-05-18,170064,970966,669063,795989
2017-05-19,112300,25383,85643,765918
2017-05-20,395227,287031,908397,330033
2017-05-21,131566,591585,249884,409381
2017-05-22,876466,726388,339046,958132
2017-05-23,313148,488926,602231,380373
2017-05-24,988419,874694,470043,588764
2017-05-25,121336,329663,508054,508476
2017-05-26,646472,681293,8874,302305
2017-05-27,703090,589420,489120,727850
2017-05-28,398160,585619,29838,992007
2017-05-29,272495,6554,52378,791338
2017-05-30,177974,269009,376300,325817
2017-05-31,259586,229733,385786,979728
2017-06-01,491520,535643,827575,752613
2017-06-02,86557,889688,597195,181875
2017-06-03,64272,10894,111687,560537
2017-06-04,108791,160387,665783,243110
2017-06-05,974045,152517,532653,352556
2017-06-06,514655,709247,338462,947456
2017-06-07,217834,260857,59202,352234
2017-06-08,60731,46478,909667,752429
2017-06-09,419211,887048,575642,284915
2017-06-10,880371,284139,416345,791198
2017-06-11,407008,535257,174465,781777
2017-06-12,275480,549391,746205,184208
2017-06-13,683859,183469,140184,341380
2017-06-14,399008,629477,746807,356702
2017-06-15,289610,261293,548710,363732
2017-06-16,783030,503043,180033,735523
2017-06-17,155889,688493,308249,252477
2017-06-18,651960,302475,480354,310782
2017-06-19,800096,396548,913962,251387
2017-06-20,76631,98417,824620,231045
2017-06-21,264545,863951,257093,200301
2017-06-22,220510,797147,385385,853326
2017-06-23,57438,53727,153484,936832
2017-06-24,232775,832690,899848,693673
2017-06-25,354000,992080,828266,437033
2017-06-26,20395,245240,631871,550760
2017-06-27,610357,93920,803534,689948
2017-06-28,536946,870882,449172,583798
2017-06-29,561025,435846,666095,549501
2017-06-30,408670,711084,438696,722100
2017-07-01,690806,925189,185161,889054
2017-07-02,60706,702649,507260,853362
2017-07-03,456509,73688,123135,364704
2017-07-04,346470,96049,725253,525516
2017-07-05,534589,585299,449665,879149
2017-07-06,417247,442078,852491,475664
2017-07-07,148732,537292,686070,662106
2017-07-08,373512,827973,497540,663488
2017-07-09,586294,130972,735654,498467
2017-07-10,783541,565624,693777,37481
2017-07-11,760980,47783,543300,669648
2017-07-12,623734,281506,598432,747153
2017-07-13,556125,78270,19461,318576
2017-07-14,558623,635916,623510,196823
2017-07-15,498901,258007,630990,883114
2017-07-16,432282,701637,285141,313238
2017-07-17,551391,821814,501842,316949
2017-07-18,744895,648040,500803,660194
2017-07-19,435092,213477,647435,269358
2017-07-20,749846,244048,176879,404537
2017-07-21,316729,865609,845543,439045
2017-07-22,4537,170721,141028,108006
2017-07-23,31336,570021,496091,603700
2017-07-24,939162,519585,878054,99743
2017-07-25,102161,970417,148010,647073
2017-07-26,363353,710145,561639,845231
2017-07-27,464741,132783,532259,265347
2017-07-28,841883,294565,204367,933429
2017-07-29,259907,148617,371259,473683
2017-07-30,327224,497938,223861,198584
2017-07-31,878360,943462,572153,543762
2017-08-01,628249,704341,252976,252316
2017-08-02,519026,177836,995029,544911
2017-08-03,42762,343502,536323,58674
2017-08-04,617252,213223,482328,700833
2017-08-05,880362,612583,165239,50716
2017-08-06,216786,199795,173804,906030
2017-08-07,67197,891590,56005,93297
2017-08-08,368301,487231,200037,911988
2017-08-09,261750,395779,648225,977736
2017-08-10,472465,215024,974296,249208
2017-08-11,694222,950384,910150,267752
2017-08-12,678202,314514,964783,960251
2017-08-13,476755,635813,133685,894577
2017-08-14,836178,366356,780973,296030
2017-08-15,722967,455716,549831,580609
2017-08-16,98952,124112,640498,106951
2017-08-17,460082,57348,715475,732855
2017-08-18,902544,259192,851257,335674
2017-08-19,834137,170093,822997,40398
2017-08-20,808747,429134,13510,486549
2017-08-21,490848,112145,302888,69176
2017-08-22,844657,730851,418814,818758
2017-08-23,957298,394937,400387,251537
2017-08-24,656595,873187,281614,696967
2017-08-25,714322,510001,253821,459855
2017-08-26,682080,713837,802196,809916
2017-08-27,611886,604640,552654,749232
2017-08-28,312753,583349,797890,293898
2017-08-29,955752,339316,207641,756957
2017-08-30,2831,918026,523524,640127
2017-08-31,74801,469917,305065,931881
2017-09-01,511637,133496,475383,960403
2017-09-02,925259,791675,60991,259774
2017-09-03,695008,399948,57776,523202
2017-09-04,72710,639611,508471,398216
2017-09-05,574519,909961,516577,90526
2017-09-06,373587,650330,372994,323179
2017-09-07,341968,697493,844311,844452
2017-09-08,555852,209921,743532,928946
2017-09-09,252943,490916,544944,862290
2017-09-10,168459,422611,623061,1410
2017-09-11,480639,187910,954231,499205
2017-09-12,883879,98671,444943,812718
2017-09-13,169336,137362,45875,663885
2017-09-14,504906,735845,135320,18728
2017-09-15,529203,298696,21780,97910
2017-09-16,743077,137099,209720,373448
2017-09-17,875705,76613,908326,717295
2017-09-18,835672,325864,993561,653222
2017-09-19,841459,275051,689750,156177
2017-09-20,938340,567765,740276,22091
